N1	N2	N3	N4	N5	N6	N7	N8	N9	N10	N11	N12	N13	N14	N15	N16	N17	IRI1	IRI2	IRI3	IRI4	IRI5	IRI6	IRI7	IRI8	IRI9	IRI10	IRI11	IRI12	IRI13	IRI14	IRI15	IRI16	IRI17	IRI18	IRI19	IRI20	IRI21	IRI22	IRI23
LINC00174	1.45723738589606	1.40292350676147	1.09489225941992	1.41371047771861	0.606860399568107	2.11485578756088	2.27917970564646	0.695585899857799	4.0060170162143	0.995420314892902	2.23221233921476	0.843896567861176	0.907358753017783	0.498187471545487	0.407037817704865	1.25188105176302	0.464562712845173	0.605477795501919	0.663195974078064	1.56912145315888	0.0736649440585634	0.764811377740626	0.630838901919762	1.14850608482792	0.558987563525399	0.949178640842928	3.28132698876371	0.952246295951508	1.09837543215607	0.525536440030013	0.439373145042536	0.528247357069685	1.81283138365874	0.548208219719664	0.506685478766333	1.30822037897696	0.294660262653053	1.38300142816108	0.196431731444858	2.0721371787336
LINC00184	0	0	0	0	0	0	0	0.0366863047942622	0.0595820028640648	0	0	0	0	0	0	0	0	0.0698089039092162	0	0.0167656205698865	0	0	0	0	0	0.0588218966081845	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC00189	0.123665295827546	0	0.404846809288728	0.0408841353020339	0.0424526152859312	0.0661500430331828	0	0.03830630721388	0.165901436984271	0	0.0831319705926911	0.0287404129385249	0	0	0.0702361790930781	0	0	0.0364457709001658	0	0.14004768608516	0	0	0.0882600388150502	0	0.0445180527911318	0	0	0	0	0.141325155523908	0.0421198795044865	0	0	0.101352597330876	0.109288530704468	0.0541774135970808	0	0	0.195549032771958	0.036361673100382
LINC00200	0	0	0	0	0	0	0	0	0	0	0	0.0447255960832878	0	0.125416110521942	0	0	0	0	0	0	0	0	0	0.0550724659928307	0	0	0	0	0	0	0	0.0149840597973077	0	0.0262873474823819	0	0	0	0	0	0
LINC00205	0.0322128388604224	0.0877613513886783	0.0632736853625949	0	0.199048135797875	0	0.299835626324224	0.0299345477652679	0.226877072971481	0.0881773357176587	0.129927321400798	0.044918517417939	0.286353430796466	0.111961854077261	0	0.13874584517437	0.0989100754920652	0.085441882750137	0.182919600653745	0.136800714211511	0	0.10951804260121	0.0689710008569084	0.221240071867677	0.104366189900705	0.159987665109728	0.24844241007011	0.464910252500483	0.100982918710251	0.138048565828979	0.131658688774628	0.0601947707745187	0.142673750316063	0.0528014729444824	0	0.254022351890842	0	0	0.0305624440867172	0.255734182560055
LINC00207	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC00208	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC00210	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC00211	0	0	0	0.0171256474270947	0.0533479685731876	0	0.120540854397976	0	0.0347466015417924	0	0.0174112624343459	0.0240777101072652	0.0139540242507579	0	0	0	0	0	0.016341757515052	0.0293317600721713	0	0.0293525235565093	0	0.0197652498373756	0.0372956634943817	0.0171516641362336	0.0380493688309962	0	0	0	0	0.209730643529021	0	0.042454825933974	0	0	0.0504427532080539	0.0359149863798987	0	0.0152312673064028
LINC00216	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0428497936584255	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC00221	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC00222	0.040599268065401	0.0860296263436586	0	0.0402667367018824	0	0	0.0944740311575799	0.163487293035137	0.0544653766239513	0.0246964006812168	0.0818765799162687	0.141531994250271	0.0437459292427868	0.0587960355713794	0.0230585100193826	0.0291445893442387	0	0.0119651322767986	0.025615741921812	0.0689664005321213	0.0834617215780804	0.0345076103726102	0.0434636041340801	0.0309820738918693	0.0146152592521777	0.0268852723850959	0.0298212359155648	0.0697555940402308	0.0989903029781246	0.0463969930699147	0.0553117596150732	0	0.0479514797196361	0.033274017909593	0.0239195878135017	0.0711456944488394	0.0527127532769152	0.0140742056260702	0.0385192024082969	0.274563029049426
LINC00226	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC00229	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC00235	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC00237	0	0	0	0	0	0	0	0	0	0	0	0	0	0.022440769311451	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0221355106706754	0	0	0	0	0	0	0	0	0	0.0227810597464641
LINC00239	0	0	0.275473227979247	0	0	0	0	0	0	0	0.141415417893983	0.146670558047777	0.170003253195853	0	0	0	0	0	0.13272882864338	0.178675862411466	0	0	0	0	0	0	0.0772598686357082	0	0	0.0601018951699873	0.143299871741399	0.131034313219649	0	0.287350738911483	0	0	0	0	0	0
LINC00240	0.055310055676405	0.0439506392260228	0.0135802648263184	0.116571198309873	0.0427211783513105	0.08321065049036	0.0723970491813178	0.0642477332841963	0.222601280051724	0.100934772603621	0.0209144696885331	0.0289222300856441	0.117331361139493	0.0540676767162948	0.0824605904519721	0.081891304467406	0.297203334382422	0.134479889724821	0.0916056242125965	0.0822112979032545	0.0852775066023836	0.0352583545575413	0.0148030646801357	0.0633122337021937	0.0671995232920294	0.178556207263028	0.0685575535448169	0.0784005088887285	0.108368492459465	0.0592580018725843	0.190738519299055	0.0645972273934234	0.0979894148135875	0.135991696711819	0.0916499250700173	0.109040299793291	0.100986687683151	0.107853019968952	0.0655953706598112	0.128070963101747
LINC00242	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC00243	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC00244	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC002481	0.0738188778498313	0.0670379131145808	0.0483326174296373	0	0	0	0.314922083909044	0	0.198061353104781	0.0224518898010733	0	0.0686234571426174	0.0198850592700257	0.0855238544873529	0.251554288877021	0.0264958087091637	0	0.0435107665771337	0.0931507100528497	0	0	0.0836571099715998	0	0	0.026573928272356	0.146650966832047	0.081332876537426	0.0507327340729718	0	0	0.125711996214654	0.0919614784704618	0.0871869024446542	0.0806665006763042	0.0652370306841057	0	0.0239610002882848	0.0767705021876747	0.210110509347399	0.0434103664581166
LINC00251	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0441703268511076	0	0
LINC00254	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC00261	52.8625334112485	46.7972811002549	36.4293001058846	22.932929175979	48.3319431239048	41.9101032367791	34.2739204384014	33.0666708836489	65.7416715943536	65.5910891672026	47.8189409359945	40.5027892947303	21.5229262736609	34.6429376245524	33.9036121425037	35.4392799558683	29.1176333098196	27.3434133600894	29.7428522634319	30.3051576701356	18.9636546497216	45.1572212153854	39.7526823437685	45.0642356257085	47.9378924012575	29.180689679041	19.9272432684556	9.15190378436328	33.1939875329355	49.8948245211193	31.1303614113288	15.2471120920347	37.1753519735644	24.0104522138656	33.029971592677	47.3078502642146	45.6605948595202	57.334747004595	18.491957625174	39.3044471438213
LINC00265	0.18699992459487	0.248201686019409	0.0282547981827832	0.21400187033697	0.177769474731842	0.334710723360357	0.100418464578731	0.387649991108552	0.549977909797135	0.288753646616564	0.0725236372666574	0.120349902526523	0.0813723436645321	0.23748313333932	0.171565677919496	0.247827249614829	0.0662522865214106	0.0890259617269218	0.19059263259128	0.3176587242487	0.0443566228162158	0.20784696255143	0.0769973211813479	0.0823287693868213	0.217488194984091	0.342923159680459	0.190185769726681	0.148289420139457	0.0901876339813539	0.0986327088632343	0.191074162850048	0.174719428557885	0.216616768778424	0.0235784426535393	0.0254246405298569	0.0189055693675848	0.378199197808699	0.0299195472410392	0.368485943038471	0.190329720674712
LINC00266-1	0	0	0	0	0.0641807966840157	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0264846309558907	0	0	0	0	0.03433174969278	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC00266-4P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC00269	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC00271	0.0820016763356688	0.0106384348393596	0.0460202333800625	0.0464743059590179	0	0.0281980771674783	0.0408893486487251	0.0108860015533301	0.0471463691508242	0.0213777209556886	0.0118123466711445	0.024502610873864	0.037867391300096	0.0203580312446366	0	0.0252281660964116	0	0	0.0554338049039998	0	0	0.00995683642211002	0.0250820031874404	0.040228096727835	0.0126512740873099	0.0581811352072239	0.0129069427603183	0.0120763802283505	0.0612057690309189	0.0401622075959444	0	0	0.0207539018760412	0.0480044763828595	0.0207052954903279	0.0153963002823599	0.0342219462940914	0.048731707009588	0	0.0103333695843438
LINC00272	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0667149406192129	0	0	0	0	0	0	0.0496262492336318	0	0	0	0	0	0
LINC00273	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC00276	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC00278	0.0578168501352872	0.105011647124001	0	0.172029890606365	0	0.463903850174644	0.0672695735833864	0	0	0	0.058299646473713	0	0	0	0.44330357423715	0	0	0	0.0547185300020127	0.245535217378337	0	0.196567222268753	0.18568773327476	0.132363415039973	0.06244015920511	0	1.21033814852404	0	0.362496103034732	0.396439855624484	0	0.0540199523531326	0.460937465859818	0.189540255137484	0.153285977904202	0.151976383432327	0	0.18038591546291	0.493691919382726	0
LINC00279	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC00280	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC00283	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.141932080197752	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC00284	0	0	0	0.0172252151446941	0	0	0	0	0	0	0	0	0	0	0	0.00935055574794324	0	0	0	0	0	0	0.00929638199534492	0	0	0	0.00956764652291038	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC00290	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC00293	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC00294	1.12494521625903	1.03391685235519	0.718805142517537	0.927535632201588	0.865411843490638	1.00049438951761	0.299620227167382	0.680128136975297	1.9228081928515	1.34798945998948	0.724336956717411	0.66148155489787	1.47865805978426	0.895051373686607	0.519601134352377	0.627556354916408	0.624246438336945	0.563211733066718	1.62905968404359	0.506518506509456	0.376145771522265	0.794875394042767	0.943135668856227	0.698150952740331	1.15635170820716	0.6596853760565	1.09012132251963	2.12377721257199	0.849771566400235	0.848025742285056	1.27409450392216	0.607847013773905	0.852426028733498	1.4773791438518	0.682739269400899	0.855039543811641	1.01625516558452	0.408769252876478	1.26019699123204	1.12382426922288
LINC00297	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC00298	0	0	0	0	0	0	0	0.0319072459321744	0.0518203626442249	0	0	0.0119696662314853	0.0138738287090869	0	0.0292516194153931	0	0	0	0.146230554315724	0	0	0	0	0	0.0185406603003679	0	0.0378306942974847	0.0707925737523998	0.0896981097866914	0	0.0350837617022045	0	0	0	0.0455159512933933	0	0	0	0	0
LINC00299	0.0405686363556791	0.0460525274564854	0.139451307011224	0	0.104449961104136	0.0488264577481234	0.106203095460417	0.0188496858042044	0.0714318715489655	0	0.0920416555351173	0.0707126049438129	0.0573732119771429	0.149816770222102	0.0259212517001502	0.0218419500495188	0.062283347672912	0.0179341570703849	0.220769080417808	0.0344571830635059	0.250196251828904	0.10344472425868	0.0651462169705474	0.139314142131253	0.0109531741475691	0.0302231112042958	0.301712203162489	0.324118783516674	0.0635886101973557	0.0347714902794222	0.0103631301542275	0.0568566723499471	0.00898411890853979	0.0415611412776002	0.233040022240053	0.0133297529606217	0.019752368277486	0.0527384504616552	0.17320563038552	0.0984102592261809
LINC00303	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC00304	0	0.277375500639956	0	0.0336589662256836	0.0349502596433784	0	0	0.0946100993368817	0.0113819024237505	0.0309655829293772	0.0570338626825645	0.023661319513388	0.00914180583961545	0	0	0.0243619629686378	0	0.0100016543722495	0.0321182989787123	0.0672571852702591	0	0.00961497079388307	0	0	0.036650686733623	0.0112366999327256	0.0373913577820381	0	0	0.00969581191962178	0.0231175506293244	0.0422776703596847	0	0	0.00999719202859181	0	0.0330469438462256	0	0.010732734088519	0.309335849145057
LINC00305	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC00307	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC00308	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC00309	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0111047548935251	0	0	0	0	0	0
LINC00310	0.068304967766536	0.0124061016038264	0.0536668880118107	0.0541964086259888	0	0.0548057140069129	0.0635779506428348	0.10155842912558	0.0137450352135597	0.0124649058926081	0.0551002756306434	0.0285739288391859	0.0220796908114127	0.0830924217340158	0	0.0441300618835858	0.0419463155516654	0.0483128694737563	0.0775735257650485	0.0580151809354303	0.210626341573951	0.0464449991641108	0	0.0312748922731644	0.0737669563779882	0.0542787419921052	0.0602061659246556	0.112663791154734	0.0285502520174713	0	0.0418758923976008	0.0127638606931944	0.0242023398402005	0.111961659856364	0.0362184856328526	0.0538635810183172	0.0399082148094207	0.014207224032902	0.0388832558456924	0.0120503471524741
LINC00311	0	0	0	0	0	0.0229582045903799	0	0.0265893716101453	0.143945451789514	0	0.0288519961795195	0.0797977748765685	0.0462460956969563	0	0.0487526990256551	0	0	0.202383412354944	0	0	0.17646344836847	0	0	0	0.123604402002453	0.0568436378461383	0.0630511571624746	0	0	0.0490486730697597	0	0	0	0.0469009252016443	0	0.263241341034603	0.0557253914750531	0	0.0542942014363009	0.0504791042913349
LINC00313	0	0.123683930883132	0.0382169762654666	0.0964851391083605	0.14026137633984	0.202945344789819	0.067912183491695	0	0	0.124270186406548	0	0.0406958257023577	0.597484294992287	0.0845304705935029	0.0331509885688996	0.188553976958091	0	0.103212903956093	0.441929942699712	0	0	0.0826854088462241	0.104145312844072	0.289527009667332	0.0630366348900916	0.0579790296572205	0.235805304663653	0.0200573835750937	0.0203310522399709	0.0833806144455533	0.119281742999679	0.0181786639486225	0.224052924617054	0.0159459072656915	0.206333708859325	0.0511427256448344	0.0378922983282385	0.0607030327762725	0.166136012818764	0
LINC00314	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC00315	0.0192888759599	0	0	0.0191308889682785	0	0	0	0	0.116445240207858	0	0	0	0	0.0167605401443682	0.06573114651242	0.0415401357377418	0	0	0	0	0	0	0.0619492007266205	0	0.020831305804546	0	0	0.0198846983957989	0	0	0.019709130013507	0	0.0170864560214932	0.0158086200744242	0.0511393167781991	0	0.0187830312203903	0.0401202710528786	0	0.0340293918726777
LINC00316	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC00317	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC00319	0.0318389807116397	0	0	0.0105260670472077	0	0	0	0	0	0	0	0	0.0171533363006711	0	0	0	0	0	0	0	0	0	0.0113617553519611	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC00320	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC00322	0	0	0	0.0635780473151801	0	0	0	0	0	0	0	0.0446936035252884	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.141256240509922	0	0	0	0.0654997267830857	0	0	0	0	0	0	0	0	0
LINC00323	0	0	0	0	0	0	0	0	0	0.0167629730741101	0	0	0	0	0	0	0	0	0	0	0	0	0.019667622425576	0	0	0	0	0.0568169180485127	0	0.0472387589343442	0.0187717544163087	0	0.0162738160467113	0	0.0162357021833752	0	0.0178897013222495	0.038212131880212	0	0
LINC00324	0.688692547240693	0.859965698109617	0.676378069851063	0.87516006628518	0.509778018618428	0.328097223526495	0.525846450561774	0.25999348090266	0.259848504325508	0.353471682948886	0.607638005994031	0.645223650893176	0.278276218487737	0.280509616393137	0.733397950760575	0.625705776562657	0.826032150633181	0.608899949563577	0.162946631129913	1.07849162484385	0.530915965696492	0.347556718048437	0.483840515377318	0.221718256461051	0.39512444645885	0.363422508823221	0.97220523457585	0.110932167083191	0.719652846242504	0.664065320120263	0.505782472378323	0.784223371697133	0.400349944330694	0.564433036432469	0.79882462068232	0.537428493285547	0.23052968144795	0.895287124455687	0.306285012425242	1.06311612150166
LINC00326	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC00327	0	0.0249185629274651	0	0	0	0	0	0	0.0138039545316827	0.0625916891116877	0	0	0.0332615060600583	0	0	0	0	0	0	0.0116527736355304	0	0	0	0	0	0	0	0.0424300254501906	0	0	0	0	0	0	0	0	0	0.0285362491291601	0	0
LINC00330	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0242480628969634	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC00331	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC00332	0	0	0.105532009999244	0	0	0.129325713627823	0	0	0.216228851321226	0.0490226514721276	0	0	0.0868361940784575	0.0466843342390497	0	0	0	0	0	0	0	0.045665346899965	0	0	0	0	0	0	0.336851894306856	0	0.60386978325557	0	0.0475921311006341	0	0	0	0.0523177236510391	0	0	0.189569010360265
LINC00333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC00334	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC00336	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0414171632890048	0	0	0
LINC00337	0.159553918770971	0.120747813829527	0.156700943037453	0.079123540189871	0	0.0426736479389138	0.15470005794399	0.172980825869681	0.294315056679663	0.0970561218463013	0.107257509832944	0.0185405512547042	0.0859601019126808	0.0231066675106038	0.158583705257932	0.0859030284736863	0.530739138018699	0.094045229598766	0	0.158104279439464	0	0.203420827199488	0.256216011788616	0.0304396577614182	0	0.0792437420181477	0.205094001428797	0	0.416816735685338	0.273508208999088	0.135858483742958	0.0248459721505506	0.56534367721679	0.0217943171708531	0.070502452745256	0.0699001170089339	0.0517898890504054	0.248900447152087	0.100919548307712	0.11728527792319
LINC00339	5.22341135527016	2.08603719664339	4.38832334276351	2.49668848726466	3.79148957826506	3.76188884121608	3.84414434715454	1.84217291033267	5.03392609871884	3.50277861094525	3.45847095215373	1.60153125497534	3.61089775011361	2.24202826540739	2.03734242529402	2.57508001552909	5.0724406867955	4.45129808634609	2.6206486981301	2.29844413458795	0.873271011694248	2.88846146486914	1.38113944869043	3.13363878478589	2.00496929750959	4.06328223058877	3.53626665585547	3.98991221062726	4.01147080312897	3.34426528489404	2.1541774609777	1.52879499988149	2.95458901532335	1.7794355940093	2.39150524983967	2.15050851556278	2.02231515494929	3.79604255620684	2.95556433478774	6.88359156440209
LINC00342	0.102692266283073	0.264233852341237	0	0.0848759646167129	0.0352528592939704	0.15106112768292	0.238963725869173	0.715719257970566	0.602723469257696	0.374804198573761	0.18984128578625	0.250594883937245	0.27662867021174	0.461030090686169	0.0145811166299037	0.350163669032985	0.0525530615009407	0.529633061075938	0.437351123106232	0.203518495687927	0.738881711617712	0.189115237238129	0.329812054899784	0.137141238844892	0.147872034786739	0.255014716005689	0.528011294740295	0.317593116394933	0.375580855417002	0.234714200236039	0.367253815679494	0.479741746451617	0.197094685024093	0.168327384719118	0.166381838761564	0.337418918525746	0.233331452005169	0.177997306447359	0.860639826357927	0.362338933476992
LINC00343	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC00345	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.277369394106072
LINC00346	0.0572169945472914	0.0194854014017002	0.11238780059297	0.0922160759701582	0.0441940872936702	0.0573863501812209	0.133143290093215	0.112986791860381	0.100745732961957	0.189251691700699	0.108177715922891	0.274261067442891	0.0982572673299578	0.0745757090286367	0.255910815667629	0.0693120205801252	0.0658821620157044	0.132792914978146	0.43997541083023	0.0668216353759083	0.132326461362342	0.212764800640061	0.0842238854039549	0.139177014617051	0.123584672648582	0.15629505275939	0.181243142751637	0.0368652469061778	0.112104740563415	0.18390316526874	0.182698759063755	0.374216429708851	0.164722708824605	0.134818637183785	0.10745106458568	0.140999637462155	0.369121791033237	0.02975239893243	0.0678569189539084	0.0630888087152677
LINC00347	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC00348	0	0	0	0	0.048677207611611	0.15169851640732	0	0	0.142669985760999	0.0431275224976313	0.142981727902303	0.0659089216543809	0	0.123211185934707	0.0402672609041012	0.101790860040901	0.580522848141193	0.250737677015697	0	0	0	0.0401739444246528	0.253002801139134	0.1623127320506	0.153136466404938	0.375599733616255	0.208308253410201	0.389807209902454	0.0493907313382415	0.0405117204785041	0	0	0	0	0.12531290387738	0.124242296582335	0.18410540727834	0.147467388695945	0.0448442613128941	0.125079552721884
